reason,player,hkb_rank,best_rank
"on authority, unranked by all sources",Darwin Rodriguez,,
"on authority, unranked by all sources",Edryn Rodriguez,,
"on authority, unranked by all sources",Frank Rodriguez,,
"on authority, unranked by all sources",Geury Rodriguez,,
"on authority, unranked by all sources",Jesus Rodriguez,,
"on authority, unranked by all sources",Justin Rodriguez,,
"on authority, unranked by all sources",Louis Rodriguez,,
"on authority, unranked by all sources",Carlos Rojas,,
"on authority, unranked by all sources",Stiveen Rojas,,
"on authority, unranked by all sources",Jimmy Romano,,
"on authority, unranked by all sources",Sal Romano,,
"on authority, unranked by all sources",Brayan Romero,,
"on authority, unranked by all sources",David Romero,,
"on authority, unranked by all sources",Rubens Romero,,
"on authority, unranked by all sources",Cory Ronan,,
"on authority, unranked by all sources",Fernando Roquez,,
"on authority, unranked by all sources",Yadiel Roquez,,
"on authority, unranked by all sources",Jonathan Rosario,,
"on authority, unranked by all sources",Juan Rosas,,
"on authority, unranked by all sources",Emdys Rosillo,,
"on authority, unranked by all sources",Ethan Routzahn,,
"on authority, unranked by all sources",Reykelly Rubi,,
"on authority, unranked by all sources",Iziah Salinas,,
"on authority, unranked by all sources",Javier Salomon,,
"on authority, unranked by all sources",Jose Sanabria,,
"on authority, unranked by all sources",Brett Sanchez,,
"on authority, unranked by all sources",Dikember Sanchez,,
"on authority, unranked by all sources",Edgar Sanchez,,
"on authority, unranked by all sources",Enger Sanchez,,
"on authority, unranked by all sources",Jose Sanchez,,
"on authority, unranked by all sources",Justin Sanchez,,
"on authority, unranked by all sources",Rodolfo Sanchez,,
"on authority, unranked by all sources",Steven Sanchez,,
"on authority, unranked by all sources",Yanquiel Sanchez,,
"on authority, unranked by all sources",Jackson Sanders,,
"on authority, unranked by all sources",Michael Sandle,,
"on authority, unranked by all sources",Jean Santana,,
"on authority, unranked by all sources",Tyler Santana,,
"on authority, unranked by all sources",Carlos Santiago,,
"on authority, unranked by all sources",Enmanuel Santos,,
"on authority, unranked by all sources",Oscar Santos,,
"on authority, unranked by all sources",Luke Savage,,
"on authority, unranked by all sources",Alec Sayre,,
"on authority, unranked by all sources",Matt Scannell,,
"on authority, unranked by all sources",Tyler Schoff,,
"on authority, unranked by all sources",Adam Scott,,
"on authority, unranked by all sources",Chandler Seagle,,
"on authority, unranked by all sources",Zander Sechrist,,
"on authority, unranked by all sources",Kegnnalex Seijas,,
"on authority, unranked by all sources",Moises Semerite,,
"on authority, unranked by all sources",Joseph Sequera,,
"on authority, unranked by all sources",Jhoniel Serrano,,
"on authority, unranked by all sources",Lluveres Severino,,
"on authority, unranked by all sources",Bryce Shaffer,,
"on authority, unranked by all sources",Tommy Sheehan,,
"on authority, unranked by all sources",Blake Shepardson,,
"on authority, unranked by all sources",Ryan Shreve,,
"on authority, unranked by all sources",Daniel Silva,,
"on authority, unranked by all sources",Victor Simeon,,
"on authority, unranked by all sources",Kenyon Simmons,,
"on authority, unranked by all sources",Toby Simmons,,
"on authority, unranked by all sources",William Simoneit,,
"on authority, unranked by all sources",Chance Sisco,,
"on authority, unranked by all sources",Angelo Smith,,
"on authority, unranked by all sources",D.J. Snelten,,
"on authority, unranked by all sources",Mendry Solano,,
"on authority, unranked by all sources",Rocky Solano,,
"on authority, unranked by all sources",Gabriel Sosa,,
"on authority, unranked by all sources",Guillermo Sosa,,
"on authority, unranked by all sources",Gustavo Sosa,,
"on authority, unranked by all sources",Listher Sosa,,
"on authority, unranked by all sources",Ryuhei Sotani,,
"on authority, unranked by all sources",Elliot Soto,,
"on authority, unranked by all sources",Dylan Spain,,
"on authority, unranked by all sources",Cal Stark,,
"on authority, unranked by all sources",Adam Stauffer,,
"on authority, unranked by all sources",Conor Steinbaugh,,
"on authority, unranked by all sources",Tristan Stevens,,
"on authority, unranked by all sources",Will Stevens,,
"on authority, unranked by all sources",Zack Stewart,,
"on authority, unranked by all sources",Luke Stofel,,
"on authority, unranked by all sources",Landon Stripling,,
"on authority, unranked by all sources",Michael Stryffeler,,
"on authority, unranked by all sources",Baron Stuart,,
"on authority, unranked by all sources",Josdanner Suarez,,
"on authority, unranked by all sources",Ramon Suarez,,
"on authority, unranked by all sources",Jesus Superlano,,
"on authority, unranked by all sources",Ethan Surowiec,,
"on authority, unranked by all sources",John Swanda,,
"on authority, unranked by all sources",Carson Swilling,,
"on authority, unranked by all sources",Martin Tamara,,
"on authority, unranked by all sources",Miguel Tamares,,
"on authority, unranked by all sources",Sergio Tapia,,
"on authority, unranked by all sources",Dillon Tatum,,
"on authority, unranked by all sources",Emilio Taveras,,
"on authority, unranked by all sources",Clevari Tejada,,
"on authority, unranked by all sources",D'Angelo Tejada,,
"on authority, unranked by all sources",Raider Tello,,
"on authority, unranked by all sources",Robert Terrero,,
"on authority, unranked by all sources",Johnathon Thomas,,
"on authority, unranked by all sources",Tyler Thomas,,
"on authority, unranked by all sources",Jake Thompson,,
"on authority, unranked by all sources",Vin Timpanelli,,
"on authority, unranked by all sources",Eduardo Torrealba,,
"on authority, unranked by all sources",Jonfreider Torrealba,,
"on authority, unranked by all sources",Ervin Torres,,
"on authority, unranked by all sources",Jason Torres,,
"on authority, unranked by all sources",Javi Torres,,
"on authority, unranked by all sources",Luis Torres,,
"on authority, unranked by all sources",Cristhian Tortosa,,
"on authority, unranked by all sources",Osvaldo Tovalin,,
"on authority, unranked by all sources",Pedro Tovar,,
"on authority, unranked by all sources",Nolan Traeger,,
"on authority, unranked by all sources",Deshandro Tromp,,
"on authority, unranked by all sources",Pedro Tucent,,
"on authority, unranked by all sources",Emil Turbi,,
"on authority, unranked by all sources",Gionti Turner,,
"on authority, unranked by all sources",Alex Ulloa,,
"on authority, unranked by all sources",Roberto Urdaneta,,
"on authority, unranked by all sources",Isaias Uribe,,
"on authority, unranked by all sources",Juan Uribe,,
"on authority, unranked by all sources",Cole Urman,,
"on authority, unranked by all sources",Miguel Useche,,
"on authority, unranked by all sources",Argenis Valdez,,
"on authority, unranked by all sources",Luis Valdez,,
"on authority, unranked by all sources",Miguel Valdez,,
"on authority, unranked by all sources",Yoan Valdez,,
"on authority, unranked by all sources",Cleudis Valenzuela,,
"on authority, unranked by all sources",Sahid Valenzuela,,
"on authority, unranked by all sources",Alex Valverde,,
"on authority, unranked by all sources",Mauricio Vargas,,
"on authority, unranked by all sources",Will Varmette,,
"on authority, unranked by all sources",Carlos Vasquez,,
"on authority, unranked by all sources",Keivan Vasquez,,
"on authority, unranked by all sources",Wardquelin Vasquez,,
"on authority, unranked by all sources",Alfred Vega,,
"on authority, unranked by all sources",Onix Vega,,
"on authority, unranked by all sources",Giussepe Velasquez,,
"on authority, unranked by all sources",Remy Veldhuisen,,
"on authority, unranked by all sources",Ricardo Velez,,
"on authority, unranked by all sources",Aiberson Ventura,,
"on authority, unranked by all sources",Brayan Vergara,,
"on authority, unranked by all sources",Landon Victorian,,
"on authority, unranked by all sources",Anthony Vilar,,
"on authority, unranked by all sources",Michael Vilchez,,
"on authority, unranked by all sources",Diego Viloria,,
"on authority, unranked by all sources",Colton Vincent,,
"on authority, unranked by all sources",Kyle Virbitsky,,
"on authority, unranked by all sources",Raffi Vizcaino,,
"on authority, unranked by all sources",Landon Wallace,,
"on authority, unranked by all sources",Andrew Walling,,
"on authority, unranked by all sources",Yannic Walther,,
"on authority, unranked by all sources",Nian Hao Wang,,
"on authority, unranked by all sources",Mark Washington,,
"on authority, unranked by all sources",Nate Webb,,
"on authority, unranked by all sources",Jackson Wells,,
"on authority, unranked by all sources",Dalton Wentz,,
"on authority, unranked by all sources",Dean West,,
"on authority, unranked by all sources",Conner Whittaker,,
"on authority, unranked by all sources",Michael Wielansky,,
"on authority, unranked by all sources",Danny Wilkinson,,
"on authority, unranked by all sources",Zach Willeman,,
"on authority, unranked by all sources",Taylor Williams,,
"on authority, unranked by all sources",Cody Wilson,,
"on authority, unranked by all sources",Sebastian Wilson,,
"on authority, unranked by all sources",Nate Wohlgemuth,,
"on authority, unranked by all sources",Alsander Womack,,
"on authority, unranked by all sources",Tae In Won,,
"on authority, unranked by all sources",Williams Wong,,
"on authority, unranked by all sources",Zeke Wood,,
"on authority, unranked by all sources",Caden Wooster,,
"on authority, unranked by all sources",Jacob Wosinski,,
"on authority, unranked by all sources",Ryan Wrobleski,,
"on authority, unranked by all sources",Luis Yanel Diaz,,
"on authority, unranked by all sources",Gabriel Yanez,,
"on authority, unranked by all sources",Ariel Yean,,
"on authority, unranked by all sources",Seung Yeup Na,,
"on authority, unranked by all sources",Dong Hee Yoon,,
"on authority, unranked by all sources",Zach Yorke,,
"on authority, unranked by all sources",Deyer Zapata,,
"on authority, unranked by all sources",Bryant Zayas,,
"on authority, unranked by all sources",Draven Zeigler,,
"on authority, unranked by all sources",Eli Zielinski,,
"on authority, unranked by all sources",Jake Zitella,,
"on authority, unranked by all sources",Adrian Alcantara,,
"on authority, unranked by all sources",Elisandro Alcantara,,
"on authority, unranked by all sources",Yoanis Aleksandrov,,
"on authority, unranked by all sources",Michael Alfonso,,
"on authority, unranked by all sources",Giullianno Allende,,
"on authority, unranked by all sources",Genderson Almonte,,
"on authority, unranked by all sources",Jostyn Almonte,,
"on authority, unranked by all sources",Albert Almora Jr.,,
"on authority, unranked by all sources",Garvin Alston,,
"on authority, unranked by all sources",Ramiro Altagracia,,
"on authority, unranked by all sources",Brayan Altuve,,
"on authority, unranked by all sources",Cesar Alvarez,,
"on authority, unranked by all sources",Frank Alvarez,,
"on authority, unranked by all sources",Rafael Alvarez,,
"on authority, unranked by all sources",Luis Amaya,,
"on authority, unranked by all sources",Matt Andriese,,
